COURSE,F18_LEARNING,E18_LEARNING,F19_LEARNING,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,E22_LEARNING,F23_LEARNING,E23_LEARNING,F24_LEARNING,F18_MOTIVATION,E18_MOTIVATION,F19_MOTIVATION,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,E22_MOTIVATION,F23_MOTIVATION,E23_MOTIVATION,F24_MOTIVATION,F18_FEEDBACK,E18_FEEDBACK,F19_FEEDBACK,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,E22_FEEDBACK,F23_FEEDBACK,E23_FEEDBACK,F24_FEEDBACK,F18_WORKLOAD,E18_WORKLOAD,F19_WORKLOAD,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD,E22_WORKLOAD,F23_WORKLOAD,E23_WORKLOAD,F24_WORKLOAD
42186,,,,,"[0, 3, 6, 12, 14]",,"[0, 0, 2, 6, 20]",,"[2, 4, 13, 37, 27]",,"[2, 5, 6, 20, 11]",,"[2, 4, 6, 18, 12]",,,,,"[1, 4, 7, 9, 14]",,"[0, 3, 2, 6, 16]",,"[3, 8, 15, 29, 27]",,"[5, 5, 7, 20, 7]",,"[5, 3, 9, 17, 8]",,,,,"[4, 5, 12, 9, 5]",,"[1, 1, 2, 11, 13]",,"[0, 15, 17, 32, 18]",,"[2, 4, 15, 16, 7]",,"[2, 6, 7, 16, 11]",,,,,"[0, 1, 15, 16, 3]",,"[0, 1, 11, 12, 3]",,"[2, 2, 33, 31, 12]",,"[1, 3, 24, 13, 3]",,"[0, 3, 23, 13, 3]"
42187,,,,,"[0, 0, 2, 10, 7]",,"[0, 1, 2, 5, 5]",,"[1, 0, 1, 5, 5]",,"[0, 2, 2, 11, 10]",,"[0, 1, 0, 3, 2]",,,,,"[0, 2, 2, 12, 3]",,"[0, 2, 4, 4, 3]",,"[1, 1, 1, 5, 4]",,"[2, 2, 5, 10, 6]",,"[0, 0, 1, 4, 1]",,,,,"[0, 1, 4, 7, 7]",,"[0, 4, 1, 6, 2]",,"[1, 1, 0, 2, 8]",,"[9, 7, 4, 2, 3]",,"[1, 0, 0, 3, 1]",,,,,"[0, 1, 6, 8, 4]",,"[0, 1, 5, 6, 1]",,"[0, 1, 3, 6, 1]",,"[0, 1, 7, 11, 6]",,"[0, 0, 3, 2, 0]"
42380,,,,,"[3, 3, 8, 15, 6]",,"[1, 1, 2, 9, 16]",,"[1, 7, 15, 17, 15]",,"[1, 0, 7, 21, 18]",,"[1, 1, 5, 26, 16]",,,,,"[2, 8, 6, 11, 8]",,"[1, 1, 5, 13, 8]",,"[3, 5, 16, 17, 12]",,"[1, 7, 7, 17, 13]",,"[2, 4, 14, 18, 11]",,,,,"[9, 8, 9, 6, 3]",,"[0, 4, 4, 8, 12]",,"[11, 20, 11, 7, 5]",,"[4, 4, 14, 13, 10]",,"[1, 1, 10, 22, 15]",,,,,"[4, 3, 19, 5, 4]",,"[0, 3, 14, 9, 2]",,"[1, 2, 25, 18, 8]",,"[0, 5, 23, 11, 6]",,"[1, 4, 18, 14, 12]"
42382,,,,,,,,"[2, 4, 10, 7, 7]",,"[2, 5, 8, 4, 3]",,"[2, 2, 4, 7, 4]",,,,,,,,,"[3, 7, 5, 11, 3]",,"[4, 3, 10, 2, 3]",,"[3, 1, 2, 10, 3]",,,,,,,,,"[4, 5, 9, 9, 3]",,"[3, 4, 7, 4, 4]",,"[2, 0, 3, 10, 4]",,,,,,,,,"[1, 4, 17, 4, 4]",,"[3, 3, 12, 3, 1]",,"[1, 2, 7, 5, 4]",
42402,,,,,,,,"[13, 17, 24, 30, 17]",,"[9, 24, 32, 26, 17]",,"[10, 20, 29, 26, 15]",,,,,,,,,"[15, 31, 21, 23, 8]",,"[14, 36, 20, 24, 13]",,"[18, 29, 25, 18, 7]",,,,,,,,,"[29, 27, 20, 14, 8]",,"[5, 19, 32, 30, 21]",,"[7, 19, 28, 31, 12]",,,,,,,,,"[23, 29, 39, 4, 3]",,"[10, 16, 62, 17, 2]",,"[3, 13, 64, 11, 6]",
42404,,,,,,,,,,,,,"[0, 0, 6, 10, 4]",,,,,,,,,,,,,"[1, 4, 4, 9, 2]",,,,,,,,,,,,,"[0, 2, 3, 11, 4]",,,,,,,,,,,,,"[0, 2, 14, 2, 1]"
42417,,,,,"[1, 2, 5, 15, 20]",,"[0, 0, 4, 12, 14]",,"[0, 0, 2, 22, 19]",,"[0, 1, 7, 11, 17]",,,,,,,"[3, 2, 4, 16, 18]",,"[0, 1, 1, 9, 19]",,"[0, 3, 4, 13, 23]",,"[0, 1, 4, 15, 15]",,,,,,,"[7, 2, 5, 20, 9]",,"[1, 1, 4, 10, 14]",,"[0, 3, 7, 14, 19]",,"[2, 7, 11, 5, 10]",,,,,,,"[0, 1, 17, 11, 14]",,"[0, 2, 19, 2, 7]",,"[0, 5, 11, 12, 15]",,"[0, 0, 8, 11, 16]",,
42421,,,,"[0, 1, 2, 5, 12]",,"[0, 2, 4, 9, 11]",,"[0, 0, 6, 25, 16]",,"[6, 11, 6, 18, 4]",,"[10, 13, 17, 30, 10]",,,,,"[2, 1, 3, 7, 7]",,"[1, 2, 5, 10, 8]",,"[1, 3, 8, 20, 14]",,"[8, 15, 9, 8, 4]",,"[14, 15, 20, 22, 9]",,,,,"[1, 5, 3, 3, 8]",,"[3, 11, 6, 4, 2]",,"[4, 8, 12, 12, 10]",,"[6, 8, 9, 13, 8]",,"[12, 16, 20, 24, 8]",,,,,"[1, 0, 8, 7, 4]",,"[1, 3, 17, 4, 1]",,"[0, 8, 26, 11, 1]",,"[5, 9, 19, 9, 2]",,"[11, 15, 45, 8, 1]",
42500,,,,,,,,"[38, 45, 58, 67, 33]","[33, 31, 19, 25, 5]","[99, 99, 96, 72, 26]",,"[107, 65, 73, 49, 21]",,,,,,,,,"[31, 35, 58, 68, 48]","[32, 26, 18, 23, 11]","[117, 89, 67, 81, 35]",,"[116, 63, 59, 53, 23]",,,,,,,,,"[16, 24, 62, 82, 55]","[11, 21, 19, 36, 22]","[29, 58, 72, 125, 105]",,"[36, 39, 65, 93, 79]",,,,,,,,,"[27, 46, 119, 34, 12]","[18, 21, 54, 14, 3]","[44, 78, 184, 53, 29]",,"[47, 66, 134, 38, 28]",
42501,,,,,,,,,,,"[96, 78, 67, 43, 16]",,,,,,,,,,,,,"[118, 68, 53, 41, 19]",,,,,,,,,,,,,"[28, 38, 46, 75, 112]",,,,,,,,,,,,,"[33, 56, 145, 37, 28]",,
42502,,,,,,,,"[3, 6, 5, 13, 8]","[3, 7, 0, 8, 4]","[7, 6, 3, 8, 5]",,"[8, 4, 4, 7, 3]",,,,,,,,,"[3, 4, 4, 13, 11]","[3, 6, 3, 7, 3]","[6, 6, 1, 7, 7]",,"[7, 4, 7, 5, 3]",,,,,,,,,"[7, 4, 7, 9, 8]","[3, 9, 5, 3, 2]","[2, 2, 5, 11, 7]",,"[2, 4, 7, 6, 7]",,,,,,,,,"[1, 7, 18, 8, 1]","[3, 5, 9, 4, 1]","[1, 0, 17, 7, 2]",,"[0, 6, 15, 4, 1]",
42503,,,,,,,,,,,"[4, 4, 9, 17, 3]",,,,,,,,,,,,,"[5, 10, 7, 10, 5]",,,,,,,,,,,,,"[2, 5, 5, 12, 13]",,,,,,,,,,,,,"[2, 7, 23, 4, 1]",,
42504,,,,,,,"[4, 5, 7, 7, 15]",,"[50, 38, 36, 32, 11]",,"[80, 82, 64, 47, 19]",,,,,,,,,"[2, 3, 6, 12, 14]",,"[53, 37, 35, 31, 11]",,"[104, 70, 48, 44, 24]",,,,,,,,,"[4, 7, 9, 8, 8]",,"[15, 18, 38, 47, 47]",,"[28, 34, 59, 94, 75]",,,,,,,,,"[0, 4, 20, 7, 5]",,"[20, 46, 70, 17, 10]",,"[49, 69, 125, 21, 26]",,
42505,,,,,,,"[0, 0, 0, 5, 6]",,"[0, 6, 6, 5, 7]",,"[6, 4, 4, 6, 5]",,,,,,,,,"[0, 0, 0, 3, 8]",,"[1, 3, 9, 8, 2]",,"[7, 3, 5, 5, 5]",,,,,,,,,"[0, 3, 5, 1, 2]",,"[2, 2, 1, 8, 9]",,"[4, 6, 3, 7, 5]",,,,,,,,,"[0, 0, 4, 5, 2]",,"[1, 6, 11, 5, 0]",,"[6, 2, 14, 3, 0]",,
42543,,,,,"[0, 11, 13, 13, 17]",,,,"[6, 17, 19, 25, 23]",,"[6, 17, 17, 22, 10]",,"[15, 23, 26, 30, 9]",,,,,"[7, 8, 4, 17, 17]",,,,"[7, 14, 27, 22, 17]",,"[15, 9, 15, 22, 9]",,"[20, 29, 23, 20, 9]",,,,,"[1, 3, 10, 15, 24]",,,,"[9, 13, 20, 19, 26]",,"[7, 3, 16, 28, 15]",,"[10, 17, 30, 25, 19]",,,,,"[0, 15, 33, 3, 3]",,,,"[3, 21, 47, 9, 7]",,"[12, 16, 31, 8, 4]",,"[8, 23, 50, 12, 8]"
42576,,,,,"[3, 10, 9, 6, 6]",,"[3, 4, 8, 16, 5]",,"[7, 9, 17, 16, 13]",,"[18, 17, 13, 13, 3]",,"[14, 15, 11, 19, 1]",,,,,"[6, 8, 8, 8, 4]",,"[3, 7, 9, 12, 5]",,"[9, 7, 18, 13, 14]",,"[19, 15, 16, 10, 2]",,"[18, 12, 14, 14, 2]",,,,,"[3, 7, 5, 9, 10]",,"[0, 0, 6, 15, 14]",,"[1, 5, 11, 20, 24]",,"[2, 4, 16, 21, 19]",,"[10, 14, 11, 19, 4]",,,,,"[4, 8, 19, 2, 1]",,"[4, 6, 17, 6, 2]",,"[6, 19, 27, 6, 2]",,"[18, 13, 22, 5, 2]",,"[8, 18, 23, 9, 1]"
42577,,,,"[1, 0, 4, 14, 14]",,"[3, 2, 15, 22, 21]",,"[1, 8, 18, 33, 50]",,"[2, 9, 11, 26, 28]",,"[2, 6, 17, 32, 30]",,,,,"[2, 2, 6, 8, 15]",,"[2, 9, 13, 24, 15]",,"[2, 7, 21, 32, 47]",,"[3, 6, 14, 20, 32]",,"[3, 6, 13, 33, 31]",,,,,"[2, 0, 6, 11, 14]",,"[7, 7, 18, 17, 14]",,"[4, 10, 21, 35, 40]",,"[7, 16, 18, 16, 18]",,"[4, 8, 16, 30, 26]",,,,,"[0, 3, 16, 7, 7]",,"[2, 5, 24, 14, 17]",,"[2, 12, 55, 29, 11]",,"[1, 9, 33, 23, 9]",,"[1, 8, 35, 31, 10]",
42578,,,,"[1, 2, 1, 5, 5]","[1, 6, 3, 8, 6]",,"[2, 1, 4, 10, 5]",,"[1, 3, 5, 14, 23]",,"[0, 2, 6, 13, 6]",,"[4, 8, 8, 11, 5]",,,,"[1, 2, 1, 7, 3]","[2, 3, 7, 5, 7]",,"[2, 1, 4, 8, 7]",,"[0, 4, 6, 19, 18]",,"[2, 7, 2, 9, 5]",,"[5, 9, 6, 9, 6]",,,,"[0, 3, 2, 5, 4]","[7, 5, 5, 4, 3]",,"[1, 2, 2, 8, 9]",,"[1, 4, 11, 16, 15]",,"[0, 5, 6, 8, 7]",,"[5, 5, 5, 11, 10]",,,,"[0, 0, 6, 6, 2]","[1, 2, 10, 9, 2]",,"[0, 1, 8, 8, 5]",,"[0, 0, 16, 21, 9]",,"[0, 2, 14, 9, 0]",,"[0, 4, 21, 8, 2]"
42580,,,,"[2, 7, 12, 8, 1]",,"[3, 3, 4, 11, 1]",,"[0, 6, 8, 5, 2]",,"[2, 3, 5, 4, 0]",,"[2, 6, 3, 3, 0]",,,,,"[6, 4, 11, 8, 1]",,"[4, 0, 6, 11, 0]",,"[1, 7, 6, 3, 3]",,"[3, 7, 2, 2, 0]",,"[3, 6, 2, 2, 1]",,,,,"[1, 6, 7, 15, 1]",,"[2, 5, 6, 7, 2]",,"[10, 2, 6, 2, 0]",,"[1, 2, 6, 3, 1]",,"[0, 4, 0, 8, 2]",,,,,"[1, 13, 11, 5, 0]",,"[1, 7, 11, 3, 0]",,"[2, 2, 16, 0, 0]",,"[1, 3, 5, 3, 0]",,"[2, 3, 8, 1, 0]",
42584,,,,,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 1, 3, 2]",,"[0, 0, 0, 2, 0]",,,,,,,"[0, 0, 0, 1, 0]",,"[0, 0, 1, 1, 0]",,"[0, 1, 2, 3, 0]",,"[0, 0, 1, 1, 0]",,,,,,,"[0, 0, 0, 2, 0]",,"[0, 0, 1, 1, 0]",,"[0, 1, 3, 2, 0]",,"[0, 0, 0, 2, 0]",,,,,,,"[0, 0, 1, 1, 0]",,"[0, 0, 1, 1, 0]",,"[1, 0, 2, 2, 1]",,"[0, 0, 2, 0, 0]",,
42586,,,,,"[4, 10, 7, 3, 1]",,"[1, 0, 3, 1, 1]",,"[0, 1, 4, 6, 8]",,"[1, 3, 3, 8, 10]",,"[0, 0, 1, 7, 12]",,,,,"[8, 5, 8, 3, 1]",,"[1, 1, 3, 0, 1]",,"[0, 2, 1, 8, 7]",,"[1, 4, 3, 12, 5]",,"[0, 0, 4, 9, 7]",,,,,"[7, 9, 5, 4, 0]",,"[0, 3, 1, 1, 1]",,"[0, 2, 5, 5, 6]",,"[8, 6, 3, 5, 3]",,"[0, 0, 5, 6, 9]",,,,,"[2, 6, 13, 3, 0]",,"[0, 1, 4, 0, 1]",,"[0, 1, 8, 7, 2]",,"[0, 0, 10, 11, 4]",,"[0, 4, 12, 3, 1]"
42587,,,,"[0, 3, 13, 30, 11]",,"[1, 6, 10, 12, 17]",,"[0, 1, 6, 22, 21]",,"[0, 1, 0, 21, 29]",,"[0, 3, 6, 14, 26]",,,,,"[3, 4, 16, 22, 11]",,"[3, 5, 10, 17, 10]",,"[0, 2, 10, 18, 19]",,"[0, 1, 6, 17, 25]",,"[0, 3, 6, 22, 17]",,,,,"[1, 6, 12, 26, 12]",,"[2, 4, 13, 14, 13]",,"[1, 1, 8, 23, 15]",,"[1, 6, 5, 15, 22]",,"[1, 4, 5, 22, 14]",,,,,"[0, 8, 39, 8, 2]",,"[2, 7, 28, 8, 0]",,"[0, 14, 29, 3, 2]",,"[1, 9, 29, 4, 6]",,"[3, 15, 19, 6, 4]",
42588,,,,,,,,,,,"[0, 1, 6, 9, 4]",,"[0, 2, 6, 7, 3]",,,,,,,,,,,"[0, 2, 1, 14, 3]",,"[0, 1, 6, 7, 4]",,,,,,,,,,,"[0, 1, 3, 7, 9]",,"[0, 0, 2, 9, 7]",,,,,,,,,,,"[0, 7, 11, 2, 0]",,"[0, 3, 13, 1, 1]"
42620,,,,,,,,,,,,"[31, 31, 35, 21, 8]",,,,,,,,,,,,,"[51, 32, 24, 14, 4]",,,,,,,,,,,,,"[24, 25, 20, 37, 19]",,,,,,,,,,,,,"[27, 37, 43, 9, 9]",
42622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42702,,,,"[0, 3, 5, 7, 2]",,,,,,,,,,,,,"[0, 0, 5, 7, 5]",,,,,,,,,,,,,"[0, 1, 6, 6, 3]",,,,,,,,,,,,,"[2, 2, 12, 1, 0]",,,,,,,,,
42787,,,,,,,,,,,,"[0, 0, 0, 4, 1]",,,,,,,,,,,,,"[0, 0, 1, 3, 1]",,,,,,,,,,,,,"[0, 0, 1, 2, 2]",,,,,,,,,,,,,"[1, 1, 3, 0, 0]",
42879,,,,"[0, 2, 6, 15, 11]",,"[1, 3, 5, 19, 23]",,"[1, 2, 8, 42, 43]",,"[1, 1, 11, 37, 31]",,"[1, 3, 9, 30, 40]",,,,,"[0, 2, 7, 12, 13]",,"[3, 1, 7, 17, 23]",,"[0, 4, 16, 29, 45]",,"[2, 4, 9, 27, 39]",,"[2, 7, 6, 30, 37]",,,,,"[1, 5, 11, 9, 8]",,"[2, 4, 11, 16, 18]",,"[5, 7, 26, 32, 24]",,"[5, 4, 18, 30, 24]",,"[1, 4, 9, 34, 32]",,,,,"[2, 8, 20, 4, 0]",,"[0, 3, 23, 19, 4]",,"[1, 10, 59, 18, 6]",,"[1, 7, 47, 17, 7]",,"[0, 12, 47, 18, 4]",
42893,,,,,,,,,,,,"[0, 6, 10, 13, 12]",,,,,,,,,,,,,"[1, 8, 9, 14, 8]",,,,,,,,,,,,,"[1, 6, 5, 11, 16]",,,,,,,,,,,,,"[4, 12, 18, 4, 1]",
42973,,,,,"[1, 1, 3, 11, 9]",,"[1, 2, 1, 4, 5]",,,"[1, 1, 5, 5, 8]",,"[1, 1, 3, 8, 11]",,,,,,"[3, 0, 3, 7, 12]",,"[3, 1, 4, 4, 1]",,,"[3, 4, 4, 5, 3]",,"[2, 1, 3, 12, 6]",,,,,,"[1, 1, 2, 4, 17]",,"[0, 1, 4, 3, 5]",,,"[0, 1, 1, 5, 12]",,"[1, 0, 2, 6, 15]",,,,,,"[2, 0, 4, 10, 9]",,"[0, 1, 0, 5, 7]",,,"[0, 1, 4, 5, 9]",,"[1, 2, 1, 6, 13]",
42B50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42B90,,,,,,,,,"[0, 0, 1, 5, 2]",,,,,,,,,,,,,"[0, 0, 0, 5, 3]",,,,,,,,,,,,,"[0, 0, 2, 4, 2]",,,,,,,,,,,,,"[0, 2, 4, 2, 0]",,,,
42B91,,,,,,,,,"[0, 0, 0, 2, 3]",,,,,,,,,,,,,"[0, 0, 1, 1, 3]",,,,,,,,,,,,,"[0, 0, 2, 2, 1]",,,,,,,,,,,,,"[0, 0, 1, 1, 3]",,,,
42B92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42MMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42S01,,,,,,,,,,,"[0, 0, 1, 1, 1]",,,,,,,,,,,,,"[0, 0, 0, 1, 1]",,,,,,,,,,,,,"[1, 0, 1, 0, 1]",,,,,,,,,,,,,"[0, 0, 2, 1, 0]",,
42S02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42S03,,,,,,,,,,,"[0, 0, 0, 0, 1]",,,,,,,,,,,,,"[0, 0, 0, 0, 1]",,,,,,,,,,,,,"[0, 0, 1, 0, 0]",,,,,,,,,,,,,"[0, 0, 0, 1, 0]",,
42S04,,,,,,,,,,,"[0, 0, 0, 1, 0]",,,,,,,,,,,,,"[0, 0, 0, 1, 0]",,,,,,,,,,,,,"[0, 0, 0, 1, 0]",,,,,,,,,,,,,"[0, 0, 0, 1, 0]",,
42S05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42S06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42S07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42S08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42S09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46000,,,,,"[0, 1, 3, 10, 10]",,"[0, 1, 2, 12, 13]",,"[0, 0, 3, 10, 22]",,"[1, 1, 2, 8, 19]",,"[0, 1, 6, 13, 23]",,,,,"[0, 0, 3, 11, 10]",,"[1, 0, 2, 14, 10]",,"[0, 3, 1, 14, 17]",,"[2, 2, 2, 6, 19]",,"[1, 3, 6, 12, 20]",,,,,"[0, 1, 1, 9, 13]",,"[0, 0, 2, 16, 9]",,"[1, 0, 1, 10, 23]",,"[0, 0, 2, 11, 18]",,"[0, 0, 3, 11, 28]",,,,,"[1, 4, 15, 4, 0]",,"[0, 3, 12, 11, 1]",,"[0, 1, 27, 6, 1]",,"[0, 1, 15, 10, 5]",,"[1, 3, 18, 14, 6]"
46015,,,,,,,,,,"[0, 1, 5, 21, 5]",,"[0, 0, 0, 13, 10]",,,,,,,,,,,"[0, 1, 6, 19, 6]",,"[0, 0, 3, 11, 9]",,,,,,,,,,,"[0, 6, 12, 8, 6]",,"[1, 2, 7, 12, 1]",,,,,,,,,,,"[1, 8, 18, 3, 2]",,"[0, 1, 14, 6, 1]",
46020,,,,,,,,,,,"[0, 0, 2, 13, 4]",,"[0, 3, 6, 13, 1]",,,,,,,,,,,"[0, 1, 1, 10, 7]",,"[0, 3, 4, 11, 3]",,,,,,,,,,,"[0, 0, 3, 10, 6]",,"[2, 2, 6, 7, 5]",,,,,,,,,,,"[0, 4, 10, 2, 3]",,"[0, 1, 11, 10, 0]"
46025,,,,,,,,,,,"[0, 1, 1, 5, 4]",,,,,,,,,,,,,"[0, 1, 2, 6, 2]",,,,,,,,,,,,,"[0, 4, 2, 2, 3]",,,,,,,,,,,,,"[1, 1, 7, 1, 0]",,
46030,,,,,,,,,,"[0, 1, 3, 9, 5]",,"[0, 1, 2, 10, 8]",,,,,,,,,,,"[1, 3, 2, 11, 0]",,"[0, 2, 4, 10, 5]",,,,,,,,,,,"[0, 0, 2, 8, 7]",,"[0, 2, 4, 10, 5]",,,,,,,,,,,"[1, 0, 12, 3, 1]",,"[1, 4, 16, 0, 0]",
46035,,,,,,,,,,"[0, 2, 3, 8, 11]",,"[0, 1, 2, 10, 6]",,,,,,,,,,,"[2, 2, 4, 5, 11]",,"[0, 0, 6, 9, 4]",,,,,,,,,,,"[3, 3, 10, 3, 5]",,"[3, 6, 6, 3, 1]",,,,,,,,,,,"[2, 5, 11, 5, 1]",,"[2, 5, 9, 3, 0]",
46040,,,,,,,,,,,"[1, 2, 4, 11, 14]",,"[4, 1, 10, 10, 11]",,,,,,,,,,,"[4, 5, 1, 11, 11]",,"[4, 6, 12, 5, 8]",,,,,,,,,,,"[1, 3, 3, 12, 13]",,"[3, 6, 7, 11, 8]",,,,,,,,,,,"[0, 0, 13, 16, 3]",,"[1, 1, 13, 13, 7]"
46045,,,,,,,,,,,"[0, 0, 2, 6, 5]",,,,,,,,,,,,,"[0, 2, 2, 3, 6]",,,,,,,,,,,,,"[0, 1, 5, 3, 4]",,,,,,,,,,,,,"[0, 0, 3, 8, 2]",,
46050,,,,,,,,,,"[0, 3, 3, 15, 3]","[0, 1, 3, 11, 4]",,"[1, 0, 2, 5, 4]",,,,,,,,,,"[1, 0, 4, 8, 9]","[1, 1, 4, 10, 3]",,"[2, 1, 2, 3, 4]",,,,,,,,,,"[2, 1, 5, 10, 4]","[3, 0, 6, 6, 4]",,"[0, 1, 3, 3, 5]",,,,,,,,,,"[0, 1, 16, 4, 1]","[0, 1, 10, 7, 1]",,"[0, 2, 5, 4, 1]"
46055,,,,,,,,,,,"[0, 0, 1, 4, 6]",,"[0, 1, 2, 5, 6]",,,,,,,,,,,"[0, 1, 1, 4, 5]",,"[0, 1, 4, 4, 5]",,,,,,,,,,,"[1, 0, 1, 3, 6]",,"[0, 0, 3, 7, 4]",,,,,,,,,,,"[2, 0, 5, 2, 2]",,"[1, 0, 8, 2, 2]"
46060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46100,,,,"[0, 0, 1, 4, 12]",,"[1, 2, 4, 6, 5]",,"[0, 1, 3, 4, 7]",,"[2, 0, 3, 6, 8]",,"[0, 1, 7, 13, 8]",,,,,"[1, 4, 3, 5, 4]",,"[3, 3, 3, 6, 3]",,"[0, 1, 5, 2, 6]",,"[2, 2, 2, 9, 4]",,"[6, 2, 8, 6, 7]",,,,,"[0, 0, 2, 5, 10]",,"[0, 3, 3, 4, 8]",,"[0, 0, 1, 3, 10]",,"[0, 0, 1, 7, 11]",,"[0, 3, 4, 6, 15]",,,,,"[0, 0, 0, 3, 14]",,"[0, 1, 6, 8, 3]",,"[0, 1, 7, 1, 5]",,"[1, 0, 2, 10, 6]",,"[0, 0, 1, 6, 22]",
46110,,,,,"[0, 0, 3, 17, 12]",,"[0, 1, 5, 4, 8]",,"[1, 1, 5, 4, 7]",,"[0, 0, 5, 10, 7]",,"[0, 0, 4, 7, 9]",,,,,"[0, 1, 7, 15, 9]",,"[0, 3, 4, 6, 4]",,"[1, 1, 3, 6, 7]",,"[0, 3, 9, 5, 4]",,"[2, 2, 0, 11, 5]",,,,,"[0, 2, 4, 13, 13]",,"[0, 2, 2, 8, 5]",,"[1, 0, 0, 8, 8]",,"[1, 0, 1, 10, 9]",,"[0, 3, 4, 7, 6]",,,,,"[0, 0, 8, 18, 5]",,"[0, 0, 6, 1, 10]",,"[1, 0, 5, 7, 5]",,"[0, 0, 7, 7, 7]",,"[0, 0, 6, 8, 4]"
46115,,,,,,,,"[0, 0, 1, 2, 8]",,"[2, 2, 3, 4, 1]",,"[0, 1, 4, 4, 7]",,,,,,,,,"[0, 1, 2, 3, 5]",,"[4, 0, 6, 0, 2]",,"[1, 1, 3, 8, 3]",,,,,,,,,"[0, 0, 1, 4, 6]",,"[5, 2, 3, 0, 2]",,"[0, 3, 2, 6, 5]",,,,,,,,,"[0, 0, 0, 1, 10]",,"[0, 1, 0, 2, 9]",,"[0, 0, 8, 4, 4]",
